iter	RMSE
675	0.3433363467
676	0.3432367359
677	0.3431595856
678	0.3431008773
679	0.3430176886
680	0.3428782206
681	0.3427771271
682	0.3426797547
683	0.3425347252
684	0.3424605205
685	0.3423567686
686	0.3423119186
687	0.3421712339
688	0.3420621389
689	0.3419936161
690	0.34188422
691	0.3417878297
692	0.3417088743
693	0.3416250005
694	0.3415495208
695	0.3414994998
696	0.3413605631
697	0.3412718383
698	0.3411946995
699	0.3411272311
700	0.3410043651
701	0.340942932
702	0.3408805185
703	0.3408243901
704	0.3407495469
705	0.3406756645
706	0.3406275862
707	0.3405352737
708	0.3404961216
709	0.3404190569
710	0.3403073702
711	0.3402359246
712	0.3401763345
713	0.3401174775
714	0.3400625983
715	0.3399464856
716	0.3399001509
717	0.3398031842
718	0.3397250626
719	0.339587069
720	0.3394862234
721	0.3393877283
722	0.3393614481
723	0.3392823249
724	0.3392117197
725	0.3390864364
726	0.3389940288
727	0.3389449282
728	0.3387968295
729	0.3387218298
730	0.3386600655
731	0.338586801
732	0.3385195376
733	0.3384296134
734	0.3383173595
735	0.3382393351
736	0.3381995757
737	0.3381419276
738	0.3380754757
739	0.3379864426
740	0.3379534182
741	0.3378348353
742	0.3377398368
743	0.337642078
744	0.3375731739
745	0.3374981213
746	0.3374273459
747	0.337351622
748	0.3372416549
749	0.3371841969
750	0.3371273476
751	0.3370166998
752	0.336918067
753	0.3368652698
754	0.3368190045
755	0.3366959325
756	0.336643119
757	0.3365448843
758	0.336461994
759	0.3363747582
760	0.3362973841
761	0.3362330033
762	0.3361567372
763	0.3360978012
764	0.3360250489
765	0.3359920647
766	0.3359001424
767	0.3358438805
768	0.3357262504
769	0.3356636487
770	0.3355947147
771	0.3355125567
772	0.3354681271
773	0.3353829182
774	0.3352628153
775	0.3351932019
776	0.3350850781
777	0.3350204635
778	0.3349067853
779	0.3347826554
780	0.3347139914
781	0.3346421439
782	0.3345251333
783	0.3344413782
784	0.3343761321
785	0.3342991577
786	0.3342320127
787	0.3341698989
788	0.3340787326
789	0.3339941204
790	0.3338948711
791	0.3338206772
792	0.3337196052
793	0.3336087692
794	0.3335471108
795	0.3334910411
796	0.3333860381
797	0.3332785346
798	0.3332265604
799	0.3331375557
800	0.3330571991
801	0.3329668347
802	0.3328746266
803	0.3327732406
804	0.3326854603
805	0.3325830077
806	0.3325058884
807	0.3324474176
808	0.3323410552
809	0.3322871161
810	0.3321820423
811	0.3320914587
812	0.3320519353
813	0.3319907556
814	0.3319195607
815	0.3318620606
816	0.3317422473
817	0.3317114363
818	0.3315956325
819	0.3315025856
820	0.3313489291
821	0.3312941256
822	0.3311668086
823	0.3311078445
824	0.331058842
825	0.330986317
826	0.3308801141
827	0.3308177861
828	0.330752134
829	0.3307078059
830	0.330637314
831	0.3305866599
832	0.3305056783
833	0.3303672327
834	0.330320834
835	0.3302566689
836	0.3301900812
837	0.3300758971
838	0.3300061029
839	0.3299492584
840	0.3298603761
841	0.3297867182
842	0.3296997905
843	0.3296447136
844	0.3295574396
845	0.3294222967
846	0.3293531088
847	0.3292636439
848	0.3292203698
849	0.3291312764
850	0.3290556202
851	0.3289664852
852	0.3288662806
853	0.3287762346
854	0.3287070409
855	0.3285939381
856	0.3285340797
857	0.3284698906
858	0.3283823787
859	0.3283098547
860	0.3282371636
861	0.3281627
862	0.3280261576
863	0.3279730793
864	0.3278709052
865	0.3277848691
866	0.3277327702
867	0.3276813398
868	0.3275907229
869	0.3275259735
870	0.3274411637
871	0.3273917345
872	0.3273201313
873	0.3272660996
874	0.3272206652
875	0.3271017166
876	0.3270418579
877	0.3269678826
878	0.3268940662
879	0.3268369451
880	0.326771817
881	0.3266321676
882	0.3265674819
883	0.3264449508
884	0.3263876951
885	0.3262726262
886	0.3261949556
887	0.3261539597
888	0.3260860459
889	0.3260026082
890	0.3259118876
891	0.3258519047
892	0.3257542125
893	0.325677478
894	0.3256317522
895	0.3255386297
896	0.3254525574
897	0.3252997793
898	0.3252384341
899	0.3251974299
900	0.3251299578
901	0.3250676429
902	0.3249738767
903	0.3248786663
904	0.3247782666
905	0.3246889557
906	0.3245836792
907	0.3245142784
908	0.3244074093
909	0.3243150382
910	0.3242367856
911	0.3241630024
912	0.3240695363
913	0.3239977599
914	0.3239297132
915	0.3238301688
916	0.3237463997
917	0.3236133932
918	0.3235713153
919	0.3234679698
920	0.3234011815
921	0.3233387608
922	0.3232862157
923	0.3232223554
924	0.3231402665
925	0.3230838888
926	0.3230164618
927	0.3229280408
928	0.3228480739
929	0.3227480628
930	0.3226374593
931	0.3225292837
932	0.3224023568
933	0.3223186519
934	0.3222478788
935	0.32218519
936	0.3220898277
937	0.3220152287
938	0.3219301888
939	0.3218251076
940	0.3217061626
941	0.3216253616
942	0.3215779415
943	0.3214832061
944	0.3213977149
945	0.3213068734
946	0.3212594841
947	0.321187445
948	0.3211366105
949	0.3210810245
950	0.3210042459
951	0.3209201966
952	0.3208211057
953	0.3207423824
954	0.3207011002
955	0.3206297734
956	0.3205679837
957	0.3204922402
958	0.3204335774
959	0.3203492708
960	0.3202536541
961	0.3201800962
962	0.3200516233
963	0.3199943666
964	0.3199097281
965	0.3198436763
966	0.319742119
967	0.319661367
968	0.3195814917
969	0.3195080996
970	0.3194477167
971	0.3193924918
972	0.3193119408
973	0.3192086331
974	0.3191100023
975	0.3190356311
976	0.3189593676
977	0.3188765875
978	0.318803744
979	0.3187253286
980	0.3186285428
981	0.318517503
982	0.3184515868
983	0.3183566234
984	0.3182584646
985	0.3181919876
986	0.3181283209
987	0.3180648956
988	0.3180072044
989	0.3179327943
990	0.3178671253
991	0.3178023198
992	0.3177274321
993	0.317643151
994	0.3175457675
995	0.3174368172
996	0.3173449999
997	0.3172797661
998	0.3171946366
999	0.317158571
